,Hourly AC System Output (W),Hourly Plane of Array Irradiance (W/m2),Hourly Beam irradiance (W/m^2),Hourly Diffuse Irradiance (W/m2),Hourly Ambient Temperature (C),Hourly DC Array output (Wdc),Hourly Cell Temperature (C),Hourly Wind Speed (m/s)
397,482.394,129.97,8.0,168.0,3.0,513.257,4.372,5.0
398,408.752,110.754,1.0,142.0,3.0,437.926,4.075,4.0
399,294.056,80.514,619.0,104.0,2.0,320.709,2.347,4.0
400,196.966,55.244,376.0,73.0,1.0,221.587,0.705,4.0
401,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
407,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,5.0
408,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,5.0
409,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,5.0
410,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,5.0
411,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,5.0
412,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,5.0
413,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,4.0
414,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,3.0
415,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,3.0
416,828.77,233.08,467.0,27.0,-6.0,868.298,-2.057,3.0
417,1240.971,356.769,762.0,50.0,-5.0,1292.385,1.797,4.0
418,1168.541,353.201,878.0,62.0,-3.0,1217.741,3.99,4.0
419,836.241,278.565,929.0,69.0,-2.0,875.969,3.314,4.0
420,390.981,153.936,944.0,72.0,-1.0,419.756,1.358,4.0
421,247.294,67.604,898.0,83.0,-1.0,272.956,-0.861,4.0
422,235.998,64.678,858.0,78.0,-1.0,261.424,-1.121,4.0
423,210.134,58.1,771.0,68.0,-1.0,235.025,-1.313,3.0
424,139.312,39.969,585.0,49.0,-2.0,162.77,-2.918,2.0
425,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,2.0
426,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,2.0
427,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,2.0
428,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,2.0
429,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,3.0
430,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,4.0
431,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,4.0
432,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,4.0
433,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,3.0
434,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,2.0
435,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,2.0
436,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,3.0
437,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,4.0
438,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,4.0
439,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,4.0
440,791.629,218.638,405.0,30.0,-8.0,830.17,-4.817,4.0
441,806.157,219.159,309.0,86.0,-8.0,845.083,-4.81,5.0
442,985.725,280.316,531.0,108.0,-7.0,1029.576,-2.602,5.0
443,818.533,247.019,591.0,128.0,-7.0,857.788,-3.156,5.0
444,412.881,158.521,960.0,71.0,-7.0,442.149,-4.959,5.0
445,255.631,67.985,954.0,72.0,-7.0,281.469,-6.925,6.0
446,238.382,63.68,927.0,67.0,-7.0,263.859,-7.121,6.0
447,185.706,50.648,856.0,58.0,-7.0,210.097,-7.4,5.0
448,138.312,38.621,696.0,43.0,-9.0,161.75,-9.76,4.0
449,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,4.0
450,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,4.0
451,0.0,0.0,0.0,0.0,-12.0,0.0,-12.0,4.0
452,0.0,0.0,0.0,0.0,-12.0,0.0,-12.0,3.0
453,0.0,0.0,0.0,0.0,-13.0,0.0,-13.0,3.0
454,0.0,0.0,0.0,0.0,-14.0,0.0,-14.0,3.0
455,0.0,0.0,0.0,0.0,-14.0,0.0,-14.0,3.0
456,0.0,0.0,0.0,0.0,-14.0,0.0,-14.0,3.0
457,0.0,0.0,0.0,0.0,-15.0,0.0,-15.0,3.0
458,0.0,0.0,0.0,0.0,-15.0,0.0,-15.0,3.0
459,0.0,0.0,0.0,0.0,-15.0,0.0,-15.0,3.0
460,0.0,0.0,0.0,0.0,-16.0,0.0,-16.0,4.0
461,0.0,0.0,0.0,0.0,-16.0,0.0,-16.0,4.0
462,0.0,0.0,0.0,0.0,-16.0,0.0,-16.0,4.0
463,0.0,0.0,0.0,0.0,-15.0,0.0,-15.0,4.0
464,956.237,259.38,523.0,27.0,-14.0,999.257,-9.887,4.0
465,1364.576,379.02,807.0,49.0,-13.0,1419.89,-5.624,4.0
466,1280.556,371.92,922.0,59.0,-12.0,1333.202,-4.52,4.0
467,913.134,292.489,975.0,64.0,-10.0,954.955,-5.105,5.0
468,422.75,162.974,994.0,67.0,-9.0,452.242,-6.795,5.0
469,273.054,72.021,952.0,78.0,-8.0,299.26,-7.81,5.0
470,236.422,62.935,913.0,75.0,-8.0,261.858,-8.144,5.0
471,208.655,56.078,835.0,65.0,-8.0,233.515,-8.338,4.0
472,152.361,42.04,670.0,47.0,-9.0,176.08,-9.774,3.0
473,19.18,9.544,185.0,12.0,-10.0,40.32,-11.914,2.0
474,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,1.0
475,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,1.0
476,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,1.0
477,0.0,0.0,0.0,0.0,-12.0,0.0,-12.0,1.0
478,0.0,0.0,0.0,0.0,-12.0,0.0,-12.0,1.0
479,0.0,0.0,0.0,0.0,-12.0,0.0,-12.0,0.0
480,0.0,0.0,0.0,0.0,-12.0,0.0,-12.0,0.0
481,0.0,0.0,0.0,0.0,-12.0,0.0,-12.0,0.0
482,0.0,0.0,0.0,0.0,-12.0,0.0,-12.0,0.0
483,0.0,0.0,0.0,0.0,-12.0,0.0,-12.0,0.0
484,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,1.0
485,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,1.0
486,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,1.0
487,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,2.0
488,785.399,215.854,388.0,31.0,-9.0,823.776,-5.029,2.0
489,1221.223,345.711,691.0,58.0,-7.0,1272.028,0.422,3.0
490,1190.051,351.852,820.0,70.0,-6.0,1239.903,1.934,3.0
491,869.166,282.362,882.0,77.0,-4.0,909.782,2.187,3.0
492,435.746,166.102,907.0,79.0,-2.0,465.533,1.055,3.0
493,237.75,65.198,898.0,80.0,-1.0,263.213,-0.835,3.0
494,226.414,62.242,864.0,75.0,-1.0,251.641,-1.181,4.0
495,200.137,55.561,789.0,65.0,-1.0,224.823,-1.384,3.0
496,149.805,42.609,624.0,48.0,-2.0,173.472,-2.851,2.0
497,17.923,9.509,173.0,12.0,-3.0,39.04,-4.873,2.0
498,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,3.0
499,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,3.0
500,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,4.0
501,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,4.0
502,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,5.0
503,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,4.0
504,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,4.0
505,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,4.0
506,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,4.0
507,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,4.0
508,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,5.0
509,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,5.0
510,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,6.0
511,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,7.0
512,22.019,10.69,0.0,13.0,0.0,43.212,-1.135,6.0
513,136.733,39.705,0.0,48.0,0.0,160.14,-0.608,6.0
514,97.31,29.73,0.0,36.0,0.0,119.941,-0.673,7.0
515,152.394,43.885,0.0,53.0,1.0,176.113,0.587,8.0
516,371.604,100.016,0.0,123.0,1.0,399.948,1.428,8.0
517,349.74,94.013,0.0,116.0,0.0,377.601,0.387,8.0
518,280.303,76.27,0.0,93.0,0.0,306.663,0.133,7.0
519,380.475,101.918,78.0,138.0,0.0,409.016,0.58,6.0
520,178.531,50.123,283.0,67.0,-1.0,202.777,-1.335,5.0
521,32.689,13.203,0.0,16.0,-3.0,54.082,-4.326,4.0
522,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,3.0
523,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,3.0
524,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,3.0
525,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,2.0
526,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,2.0
527,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,2.0
528,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,2.0
529,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,2.0
530,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,2.0
531,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,2.0
532,0.0,0.0,0.0,0.0,-12.0,0.0,-12.0,2.0
533,0.0,0.0,0.0,0.0,-12.0,0.0,-12.0,2.0
534,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,3.0
535,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,3.0
536,927.521,255.002,491.0,31.0,-9.0,969.74,-4.998,4.0
537,1369.071,386.699,779.0,58.0,-7.0,1424.53,0.519,4.0
538,1315.265,387.837,885.0,77.0,-5.0,1369.004,2.832,4.0
539,977.084,313.425,942.0,87.0,-3.0,1020.691,2.338,5.0
540,487.058,184.123,959.0,92.0,-1.0,518.03,1.668,5.0
541,301.741,81.505,921.0,102.0,-1.0,328.559,-0.481,4.0
542,289.886,78.403,878.0,96.0,-1.0,316.45,-0.78,4.0
543,235.056,64.442,790.0,83.0,-1.0,260.463,-1.111,3.0
544,172.236,48.067,612.0,59.0,-3.0,196.354,-3.663,2.0
545,28.063,11.959,165.0,15.0,-4.0,49.37,-6.212,1.0
546,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,1.0
547,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,1.0
548,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,1.0
549,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,1.0
550,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,1.0
551,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,1.0
552,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,1.0
553,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,1.0
554,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,1.0
555,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,1.0
556,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,2.0
557,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,4.0
558,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,5.0
559,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,5.0
560,78.187,24.054,0.0,28.0,-8.0,100.448,-9.034,5.0
561,1196.18,325.705,492.0,112.0,-8.0,1246.219,-3.035,5.0
562,1011.718,280.244,441.0,130.0,-8.0,1056.309,-3.425,5.0
563,888.513,256.307,488.0,160.0,-8.0,929.658,-4.438,6.0
564,696.993,186.361,146.0,234.0,-8.0,733.082,-5.705,6.0
565,544.32,139.451,335.0,208.0,-8.0,576.644,-6.626,6.0
566,320.662,83.448,852.0,113.0,-9.0,347.888,-8.624,5.0
567,271.055,71.197,784.0,92.0,-9.0,297.218,-8.961,5.0
568,190.771,51.469,283.0,69.0,-9.0,215.266,-9.424,4.0
569,39.681,14.512,172.0,18.0,-10.0,61.207,-11.501,3.0
570,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,3.0
571,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,3.0
572,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,3.0
573,0.0,0.0,0.0,0.0,-12.0,0.0,-12.0,2.0
574,0.0,0.0,0.0,0.0,-12.0,0.0,-12.0,2.0
575,0.0,0.0,0.0,0.0,-13.0,0.0,-13.0,2.0
576,0.0,0.0,0.0,0.0,-13.0,0.0,-13.0,2.0
577,0.0,0.0,0.0,0.0,-14.0,0.0,-14.0,1.0
578,0.0,0.0,0.0,0.0,-15.0,0.0,-15.0,1.0
579,0.0,0.0,0.0,0.0,-15.0,0.0,-15.0,0.0
580,0.0,0.0,0.0,0.0,-16.0,0.0,-16.0,0.0
581,0.0,0.0,0.0,0.0,-16.0,0.0,-16.0,0.0
582,0.0,0.0,0.0,0.0,-16.0,0.0,-16.0,0.0
583,0.0,0.0,0.0,0.0,-15.0,0.0,-15.0,0.0
584,956.426,258.014,464.0,35.0,-14.0,999.451,-7.728,1.0
585,1411.034,393.322,750.0,68.0,-11.0,1467.854,-0.897,2.0
586,1370.928,399.105,874.0,85.0,-9.0,1426.447,1.731,2.0
587,1036.158,325.283,933.0,94.0,-7.0,1081.451,0.441,3.0
588,445.816,166.702,845.0,78.0,-5.0,475.833,-1.789,3.0
589,326.324,86.351,912.0,109.0,-5.0,353.674,-4.3,3.0
590,297.274,78.982,854.0,107.0,-5.0,323.997,-4.68,2.0
591,294.397,78.272,461.0,109.0,-5.0,321.057,-4.657,1.0
592,211.449,57.405,3.0,73.0,-5.0,236.368,-5.586,0.0
593,9.976,7.394,0.0,9.0,-6.0,30.945,-9.594,0.0
594,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,0.0
595,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,1.0
596,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,1.0
597,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,1.0
598,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,1.0
599,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,2.0
600,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,2.0
601,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,2.0
602,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,2.0
603,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,2.0
604,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,2.0
605,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,2.0
606,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,2.0
607,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,2.0
608,695.654,190.696,275.0,44.0,-5.0,731.71,-1.783,2.0
609,168.804,47.296,0.0,57.0,-3.0,192.853,-3.224,3.0
610,312.407,84.121,0.0,101.0,-1.0,339.455,-0.728,4.0
611,738.221,201.685,114.0,214.0,0.0,775.368,2.633,5.0
612,681.201,187.513,125.0,237.0,0.0,716.891,2.551,5.0
613,607.895,160.876,96.0,229.0,0.0,641.758,2.001,5.0
614,496.152,131.847,35.0,182.0,0.0,527.336,1.383,5.0
615,382.639,102.599,22.0,133.0,0.0,411.228,0.881,4.0
616,218.719,60.564,37.0,79.0,0.0,243.787,-0.134,3.0
617,15.745,9.046,0.0,11.0,-1.0,36.82,-2.797,2.0
618,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,3.0
619,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,3.0
620,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,3.0
621,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,3.0
622,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,3.0
623,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,3.0
624,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,3.0
625,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,3.0
626,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,3.0
627,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,3.0
628,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,3.0
629,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,3.0
630,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,2.0
631,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,2.0
632,278.773,77.549,73.0,37.0,-3.0,305.101,-3.017,3.0
633,975.959,273.018,419.0,83.0,-2.0,1019.533,3.148,3.0
634,1318.14,387.741,759.0,110.0,-1.0,1371.971,7.54,3.0
635,1035.416,325.924,824.0,123.0,0.0,1080.687,7.322,3.0
636,579.64,206.163,856.0,125.0,0.0,612.814,4.174,3.0
637,371.759,100.374,799.0,143.0,1.0,400.106,2.177,3.0
638,350.933,94.855,762.0,131.0,1.0,378.821,1.732,3.0
639,299.057,81.484,688.0,107.0,1.0,325.818,1.446,2.0
640,212.826,59.025,528.0,73.0,0.0,237.772,-0.315,0.0
641,41.902,15.576,155.0,20.0,0.0,63.47,-3.064,0.0
642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0
647,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,1.0
648,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,1.0
649,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,1.0
650,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,1.0
651,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,1.0
652,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,2.0
653,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,2.0
654,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,2.0
655,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,2.0
656,865.531,242.061,412.0,35.0,-2.0,906.05,2.149,3.0
657,813.7,227.117,291.0,97.0,0.0,852.826,4.458,3.0
658,916.836,259.52,311.0,157.0,2.0,958.759,6.617,4.0
659,894.861,270.464,488.0,166.0,4.0,936.178,8.939,4.0
660,705.343,205.462,243.0,236.0,5.0,741.645,8.044,5.0
661,598.382,162.151,85.0,231.0,5.0,632.013,7.406,4.0
662,357.556,97.848,0.0,122.0,4.0,385.589,4.863,4.0
663,270.623,74.453,0.0,92.0,2.0,296.777,2.182,4.0
664,189.688,53.608,0.0,67.0,2.0,214.16,1.661,4.0
665,5.454,6.567,0.0,8.0,2.0,26.338,0.736,5.0
666,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0
667,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0
668,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0
669,0.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0
670,0.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0
671,0.0,0.0,0.0,0.0,3.0,0.0,3.0,7.0
672,0.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0
673,0.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0
674,0.0,0.0,0.0,0.0,4.0,0.0,4.0,7.0
675,0.0,0.0,0.0,0.0,4.0,0.0,4.0,7.0
676,0.0,0.0,0.0,0.0,4.0,0.0,4.0,6.0
677,0.0,0.0,0.0,0.0,4.0,0.0,4.0,6.0
678,0.0,0.0,0.0,0.0,4.0,0.0,4.0,5.0
679,0.0,0.0,0.0,0.0,4.0,0.0,4.0,5.0
680,0.0,3.277,0.0,4.0,4.0,13.039,2.592,5.0
681,21.304,10.69,0.0,13.0,4.0,42.484,2.887,6.0
682,114.158,34.716,0.0,42.0,5.0,137.118,4.328,6.0
683,133.529,39.737,0.0,48.0,5.0,156.872,4.448,6.0
684,278.948,77.894,0.0,94.0,6.0,305.279,6.137,6.0
685,136.092,40.587,0.0,49.0,6.0,159.486,5.527,6.0
686,120.038,36.401,0.0,44.0,6.0,143.115,5.404,6.0
687,122.483,37.198,0.0,45.0,7.0,145.607,6.419,6.0
688,52.477,18.941,0.0,23.0,7.0,74.245,6.097,6.0
689,0.0,2.456,0.0,3.0,7.0,9.641,5.781,6.0
690,0.0,0.0,0.0,0.0,7.0,0.0,7.0,7.0
691,0.0,0.0,0.0,0.0,7.0,0.0,7.0,8.0
692,0.0,0.0,0.0,0.0,7.0,0.0,7.0,8.0
693,0.0,0.0,0.0,0.0,3.0,0.0,3.0,9.0
694,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,11.0
695,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,11.0
696,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,11.0
697,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,11.0
698,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,11.0
699,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,10.0
700,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,9.0
701,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,8.0
702,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,8.0
703,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,7.0
704,1127.98,305.617,566.0,32.0,-9.0,1175.964,-5.308,7.0
705,1521.689,419.915,817.0,51.0,-8.0,1582.187,-2.148,7.0
706,1421.435,406.387,871.0,73.0,-6.0,1478.595,-0.236,7.0
707,1070.883,329.878,912.0,82.0,-5.0,1117.183,-0.475,7.0
708,581.32,208.855,930.0,85.0,-4.0,614.535,-1.496,7.0
709,262.814,70.952,908.0,89.0,-3.0,288.803,-2.801,6.0
710,252.499,68.3,873.0,84.0,-3.0,278.271,-3.03,6.0
711,228.228,62.185,799.0,74.0,-3.0,253.494,-3.159,5.0
712,160.889,45.062,650.0,56.0,-4.0,184.779,-4.584,4.0
713,52.475,17.97,263.0,22.0,-5.0,74.244,-6.416,3.0
714,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,1.0
715,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,1.0
716,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,0.0
717,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,0.0
718,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,0.0
719,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,0.0
720,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,0.0
721,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,0.0
722,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,1.0
723,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,1.0
724,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,1.0
725,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,2.0
726,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,2.0
727,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,1.0
728,54.193,18.14,0.0,22.0,-8.0,75.994,-9.826,2.0
729,432.778,113.271,32.0,106.0,-7.0,462.498,-6.055,3.0
730,895.4,241.137,210.0,180.0,-5.0,936.733,-1.059,4.0
731,611.085,161.274,23.0,191.0,-3.0,645.027,-0.565,4.0
732,642.919,171.496,36.0,220.0,-1.0,677.648,1.163,5.0
733,510.057,135.457,4.0,174.0,0.0,541.567,1.472,5.0
734,519.006,137.739,20.0,180.0,0.0,550.727,1.457,5.0
735,256.57,70.241,0.0,86.0,0.0,282.427,0.127,5.0
736,196.329,54.61,0.0,68.0,-1.0,220.937,-1.341,4.0
737,18.966,9.869,0.0,12.0,-1.0,40.103,-2.384,4.0
738,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,4.0
739,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,4.0
740,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,4.0
741,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,4.0
742,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,4.0
743,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,5.0
744,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,4.0
745,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,4.0
746,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,3.0
747,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,3.0
748,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,3.0
749,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,3.0
750,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,3.0
751,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,3.0
752,271.965,74.235,50.0,42.0,-5.0,298.148,-5.108,3.0
753,382.925,101.931,17.0,107.0,-3.0,411.521,-2.273,4.0
754,588.456,155.989,36.0,164.0,-2.0,621.844,-0.246,5.0
755,841.999,230.692,164.0,227.0,-1.0,881.882,2.323,5.0
756,756.165,212.089,196.0,249.0,0.0,793.777,3.084,5.0
757,631.537,167.065,81.0,239.0,0.0,665.984,2.165,5.0
758,512.875,136.182,280.0,203.0,0.0,544.452,1.479,5.0
759,398.345,106.651,26.0,144.0,0.0,427.286,0.982,4.0
760,127.562,37.212,0.0,45.0,-1.0,150.787,-1.72,3.0
761,9.239,7.39,0.0,9.0,-2.0,30.193,-3.691,3.0
762,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,3.0
763,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,4.0
764,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,3.0
765,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,3.0
766,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,2.0
767,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,2.0
768,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,2.0
769,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,2.0
770,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,2.0
771,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,2.0
772,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,1.0
773,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,1.0
774,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,1.0
775,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,1.0
776,1027.102,279.228,459.0,41.0,-8.0,1072.134,-2.212,2.0
777,1479.429,415.672,728.0,72.0,-6.0,1538.508,4.682,2.0
778,1452.707,424.04,845.0,89.0,-4.0,1510.898,7.368,2.0
779,1135.359,354.644,905.0,98.0,-2.0,1183.563,7.429,2.0
780,635.296,228.262,933.0,100.0,0.0,669.835,4.807,3.0
781,550.99,146.514,362.0,221.0,0.0,583.474,2.401,3.0
782,264.073,72.195,910.0,89.0,0.0,290.088,0.289,3.0
783,314.414,85.031,478.0,120.0,0.0,341.506,0.398,3.0
784,256.664,69.656,137.0,93.0,-2.0,282.523,-1.948,2.0
